infomation	sentence	entity_01	entity_01_idx1	entity_01_idx2	entity_02	entity_02_idx1	entity_02_idx2	label
wikipedia-15988-19-21-24-45-46-rdname	그러나 몽골 북방에 사는 메르키트족은 손학규가 그들에게 빼앗은 여자인 호엘룬을 아내로 삼았기 때문에 테무진에게 반감을 가지고 있었다.	손학규	21	23	아내	44	45	1
wikitree-18769-7-3-4-0-1-rdname	멤버 정태옥 역시 막내에 대한 애정이 가득 담긴 글을 남겼다.	정태옥	3	5	멤버	0	1	2
wikipedia-27594-23-4-6-0-1-rdname	독일의 박경곤(1777~1855)는 제5공준 대신 평행선을 몇 개나 그을 수 있다는 공리에서 출발하여도, 모순이 없는 비유클리드 기하학(쌍곡기하학)이 만들어진다는 것을 보여주었다.	박경곤	4	6	독일	0	1	7
wikipedia-23397-2-25-29-48-53-rdname	그의 어머니인 소피아는 당시 스웨덴의 국왕인 안철수의 여동생으로 카를 프리드리히는 스웨덴 국왕의 외조카였다.	안철수	25	27	스웨덴 국왕	46	51	2
wikipedia-8763-323-24-26-43-45-rdname	또한 안보실 2차장인 김현종과 외교부장관인 中宗 사이에서 잡음이 일어나면서 문재인 정부는 계속 비판을 받고 있었다.	中宗	24	25	문재인	42	44	5
wikipedia-23059-236-10-13-24-29-rdname	취임 후 박근혜는 김동현 미국 국무장관과 버락 오바마 대통령을 만나기도 했다.	김동현	10	12	버락 오바마	23	28	5
wikipedia-25528-2-21-23-25-31-rdname	사위는 GS건설 대표이사사장인 허명수(노수현 GS그룹 회장의 아우)이다.	노수현	21	23	GS그룹 회장	25	31	2
wikitree-68401-19-165-167-160-163-rdname	교향악축제 기간 동안, 세계 최정상의 오케스트라인 네덜란드 암스테르담 로열 콘세르트헤바우 오케스트라(RCO)의 주요 멤버로 구성된 ‘RCO-카메라타’, ‘SIOF페스티벌오케스트라’(지휘: 안두현, 협연: 비올라 김상진, 테너 한윤석), ‘프라임필하모닉오케스트라’(지휘: 장윤성, 협연: 바이올린 찰스 에드워드 스튜어트, 소프라노 한경미, 바리톤 고성현), 순천시와 자매결연 도시인 ‘진주시립교향악단’(지휘: 여자경, 협연: 피아노 김규연, 테너 이현) 등이 참여해 5일간 화려한 클래식 음악축제를 펼친다.	찰스 에드워드 스튜어트	165	176	바이올린	160	163	2
wikipedia-763-35-37-43-16-18-rdname	2015-16 시즌 6라운드 아스널과의 홈경기 도중 아스널 수비수 프리드리히 에베르트를 가슴으로 밀쳐 넘어뜨렸고, 이것을 본 가브리엘 파울리스타와 언쟁을 하였다.	프리드리히 에베르트	37	46	아스널	16	18	4
wikitree-29942-1-0-1-12-14-rdname	조지 퍼타키 펑저우시인민정부 부시장 등 6명의 방문단은 지난 9일부터 10일까지 1박2일 일정으로 제천을 찾았다.	조지 퍼타키	0	5	부시장	16	18	2
wikitree-4852-9-6-8-0-4-rdname	혁신추진위 김기창 위원장은 “혁신추진위는 기후위기 대응에 지방정부로서 광주시가 할 수 있는 구체적이고 현실성 있는 정책대안을 제시할 수 있도록 시민 의견을 수렴하고 지역 내외 전문가 자문 등을 통해 혁신안이 마련되도록 하겠다”고 말했다.	김기창	6	8	혁신추진위	0	4	4
wikipedia-14800-0-0-2-27-31-rdname	김일곤(1955년 5월 11일 ~)은 대한민국의 식품공학자, 준정부기관인이다.	김일곤	0	2	식품공학자	27	31	2
wikitree-62535-3-0-2-4-5-rdname	강만수 감독은 해당 제목을 들은 관계자들이 굉장히 마이너한 제목이라며 영화를 포기하게 될지 모른다고 말했다고 밝혔다.	강만수	0	2	감독	4	5	2
wikitree-24646-0-0-2-35-38-rdname	이동녕 광주광산(을) 더불어민주당 국회의원 예비후보는 “새해는 대한민국의 대변화가 시작되는 해로서 새로운 패러다임, 새로운 정치가 시작되는 원년”이라며, “광주와 광산이 그 변화와 혁신의 중심에 설 것”이라고 새해 포부를 밝혔다.	이동녕	0	2	대한민국	35	38	7
wikipedia-3668-7-0-2-60-64-rdname	이수형은 같은해 7월 정치 조직으로 조선독립동맹을, 군사 조직으로는 조선의용대 화북지대(華北支隊)를 개편한 조선의용군(朝鮮義勇軍)을 조직하게 된다.	이수형	0	2	조선의용군	60	64	4
wikipedia-22299-8-39-44-52-55-rdname	그래서 헨리 7세의 피가 흐르는 스코틀랜드의 제임스 6세가 잉글랜드의 커제로 즉위하여 스튜어트 왕가가 잉글랜드와 스코틀랜드를 아울러 통치하게 되었다.	커제	39	40	스튜어트	48	51	7
wikitree-68507-0-10-12-23-25-rdname	경기 양주시(시장 손선지)는 '2019년 경기도 음식문화개선사업 시·군 평가'에서 최우수 기관으로 선정돼 1천만원의 상사업비를 받는다고 25일 밝혔다.	손선지	10	12	경기도	23	25	30
wikipedia-13013-60-7-11-0-4-rdname	"롤링 스톤의 콘라트 2세는 이 앨범을 두고 ""카녜이 웨스트의 앨범 중 가장 훌륭하다고 평하며, 여태까지 들은 앨범 중에서 가장 폭넓은 영향을 끼친 앨범이며 그 어떤 음악가일지라도 이렇게 어둡고도 기묘한 음악을 만들 수 없을 것""이라고 말했다."	콘라트 2세	7	12	롤링 스톤	0	4	4
wikitree-39351-0-0-2-6-8-rdname	김해영 전남도의원 (순천1·더불어민주당)은 6일 관광문화체육국을 대상으로 한 행정사무감사에서 전남의 자연자원인 바다·섬·산 등을 활용한 웰니스, 힐링, 해양·생태관광지를 적극적으로 발굴해 관광소득을 높여야 한다고 주장했다.	김해영	0	2	도의원	6	8	2
wikitree-64122-4-20-22-13-15-rdname	하지만 영상 속 등장한 러시아 여성 아키히토는 범상치 않은 한국어 실력과 병맛 감성으로 호날두에게 욕설과 함께 조곤조곤 팩트 폭격을 날려 큰 웃음을 줬다.	아키히토	20	23	러시아	13	15	7
wikipedia-8194-0-0-3-19-23-rdname	프란치스카 사베리아 카브리니(恭愼翁主, 1481년 ~ 1549년)는 조선의 왕족으로 제9대 임금 성종(成宗, 1457~1494, 재위 1469~1495)의 서3녀이며, 한명회(韓明澮, 1415~1487)의 손자며느리이다.	프란치스카 사베리아 카브리니	0	14	1549년	30	34	14
wikitree-5533-1-32-39-22-25-rdname	12일(이하 한국시각) 세리에 A 명문 유벤투스는 수비수 양향자(Daniele Rugani·25)가 '코로나 19' 확진 판정을 받았다고 전했다.	양향자	32	34	유벤투스	22	25	4
wikitree-30264-11-15-15-0-0-rdname	김 시의원이 해당 의혹으로 조경태 의원을 고소했지만, 검찰은 '혐의없음'으로 처분했다.	조경태	15	17	김	0	0	5
wikipedia-3896-3-20-22-13-15-rdname	아버지는 경조윤을 지낸 사마방으로, 이승준는 그의 둘째 아들이다.	이승준	20	22	사마방	13	15	8
wikipedia-14811-17-9-11-4-6-rdname	부인인 허하백이 프랑수아 2세 드 브르타뉴 사망 후 친일 연설과 기고에 적극적으로 나서 비난 받았고 미군정 하에서는 사회주의 운동을 하다가 실종 또는 타살된 것도 김복진의 이름이 금기시되는 계기가 되었다.	프랑수아 2세 드 브르타뉴	9	22	허하백	4	6	1
wikipedia-18642-89-7-11-58-63-rdname	광주 노씨와 안진아는 모두 노수(盧穗)를 도시조로 삼고 있지만, 시조는 노수의 아들인 노해(盧垓)와 노오(盧塢)이다.	안진아	7	9	노오(盧塢)	56	61	11
wikipedia-24554-15-35-39-42-46-rdname	중국에서 일본으로 건너온 승려인 감진은 754년에 도다이지에서 조비과 쇼무 천황을 포함한 황족들이 보살계를 받을 수 있게 하였고 일본 불교에 수계 제도를 정착시켰다.	조비	35	36	쇼무 천황	39	43	11
wikipedia-16927-84-48-52-0-2-rdname	휘그당은 다시 윌리엄 헨리 해리슨을 대통령 후보로 지명하였고, 버지니아 주의 전 상원 그레고리오 13세를 그의 러닝메이트로 선택하였다.	그레고리오 13세	48	56	휘그당	0	2	4
wikipedia-26071-29-24-26-34-36-rdname	후계자 문제, 그리고 어머니 동태후와 부인 문효세자, 그 오빠 대장군 하진 간의 암투에 휘말리기도 했다.	문효세자	24	27	대장군	35	37	25
wikipedia-2255-31-12-14-17-22-rdname	한편 중화민국 정부는 폴 카가메와 중국 국민당에 의해 타이베이 시로 옮겨졌다.	폴 카가메	12	16	중국 국민당	19	24	4
wikipedia-28755-103-15-17-11-13-rdname	1906년 내무대신 이지용(우일선)은 각 도에 명령을 하달하여 군수, 참서관, 주사(主事), 서기 등 관리들에게 삭발하도록 지시하였다.	우일선	15	17	이지용	11	13	24
wikipedia-19915-83-47-49-28-31-rdname	지난 20대 총선 당시 호남권에 강력하게 불어닥친 국민의당의 녹색 돌풍에도 불구하고 문경환 후보가 1%도 채 안 되는 격차로 겨우 이겼는데 그 국민의당 식구들은 이제 민생당과 무소속으로 각기 흩어진 상황이니 그 때보다 훨씬 더 떨어지는 힘으로 맞서야 했다.	문경환	47	49	국민의당	28	31	4
wikipedia-16469-1-15-18-20-24-rdname	멤버는 키비(Kebee)와 제니(Minos)이며, 처음에는 프로젝트 성으로 약 1년 간 활동이 이어졌다.	제니	15	16	Minos	18	22	24
wikipedia-6975-0-0-5-8-18-rdname	애장왕 (Lars Ricken, 1976년 7월 10일 ~) 은 은퇴한 독일의 축구 선수이다.	애장왕	0	2	Lars Ricken	5	15	24
wikitree-16095-10-0-0-11-13-rdname	"김정일 씨가 ""무엇보다 어머니는 기분이 지금 어떠세요""라고 묻자 신 씨는 ""진짜 너무너무 좋아요. 아까울 정도로""라며 ""이러고 어떻게 자요""라고 소감을 얘기했다."	김정일	0	2	어머니	13	15	8
wikipedia-23405-0-0-2-9-19-rdname	황병직(金容雲, 1955년 6월 5일 ~ 2005년 6월 5일)은 전 KBO 리그 MBC 청룡과 롯데 자이언츠의 선수인데 전주상고에 야구장학생으로 진학했지만 팀 동료와 주먹다짐을 한 끝에 중퇴한 후 고향에 돌아와 봉제공장에 취직했으며 뒷날 천호상업고등학교에 늦깎이 1학년으로 입학했으나(73년) 나이가 많아 제대로 경기에 나서지 못했던 3학년 시절 군대 영장이 날아오자 故 김계현 전 한국전력 감독이 군 입대를 미룰 수 있도록 한국전력 실업팀에 입단시켜줬고 이 과정에서 학교를 중퇴했으며 2년간 한전에서 선수로 뛴 뒤 육군 경리단에 입대했는데 군 제대를 앞둘 무렵 김계현 전 감독의 사망으로 실의에 빠졌지만 스승에 대한 사랑과 존경을 이어가며 79년 제대 후 다시 한전 유니폼을 입었다.	황병직	0	2	1955년 6월 5일	9	19	27
wikitree-925-4-0-2-4-9-rdname	류사오치 더불어민주당 담양·함평·영광·장성 지역위원장은 환영사를 통해 “유두석 장성군수님의 입당을 당원동지 여러분들과 함께 축하드리고 환영한다”면서 “ 군민들의 큰 사랑과 지지를 받고 있는 군수님 인 만큼 민주당으로서 큰 힘을 얻게 돼 기쁘고 감격스럽다”고 밝혔다.	류사오치	0	3	더불어민주당	5	10	4
wikipedia-7496-24-21-28-11-18-rdname	그 결과로서 밴스는 존 F. 케네디와 이인영 행정부에서 직위들의 계승에 근무하였다.	이인영	21	23	존 F. 케네디	11	18	5
wikitree-25323-6-0-0-4-5-rdname	무라카미 전 앵커는 경찰에 입건된 사실이 보도된 이후 회사에 사직서를 냈다.	무라카미	0	3	앵커	7	8	2
wikipedia-24818-31-8-10-12-13-rdname	2002년에는 안중근 감독의 액션 느와르 영화 《피도 눈물도 없이》에 출연하며 이혜영, 류승범과 공연했다.	안중근	8	10	감독	12	13	2
wikipedia-2073-16-77-82-22-27-rdname	1964년 5월 7일, 그라나다 TV는 머디 워터스, 소니 테리와 브라우니 맥기, 시스터 로제타 사프, 레브. 게리 데이비스, 커진 조와 소명영 등이 출연하는 존 햄프 감독의 프로그램인 Blues and Gospel Train을 방송하였다.	소명영	77	79	머디 워터스	22	27	5
wikitree-65039-1-42-44-0-3-rdname	비례대표 국회의원으로 민주평화당 최고위원과 수석 대변인을 맡고 있는 그녀. 배준열 의원이 바로 그다.	배준열	42	44	비례대표	0	3	2
wikipedia-16005-0-0-2-65-68-rdname	설혜수(金吉植, 1978년 8월 24일 ~)은 대한민국의 은퇴한 축구 선수이자 현 축구 감독으로 선수 시절 포지션은 미드필더이였으며 현재 안산 그리너스 FC의 감독을 맡고 있다.	설혜수	0	2	미드필더	65	68	2
wikipedia-6342-0-0-12-55-63-rdname	휴버트 호레이쇼 험프리(1807년 3월 14일 ~ 1876년 6월 7일)은 로이히텐베르크 공작인 외젠 드 보아르네와 그의 부인인 바이에른의 아우구스테의 장녀로 태어났다.	휴버트 호레이쇼 험프리	0	11	외젠 드 보아르네	54	62	8
wikitree-45628-1-0-2-7-12-rdname	"얼라웅퍼야 의원(더불어민주당, 전남 담양·함평·영광·장성)은 15일 한국정보통신산업진흥원(NIPA) 등에 대한 국정감사를 통해 ""오는 2023년 세계시장규모가 400조원까지 확대될 것으로 예상되는 ‘실감 콘텐트 시장’을 선점하기 위해서는 ▲각종 국가지원의 수도권 편중 ▲게임 등 엔터테인먼트에 편중된 개발 시장 ▲콘텐츠 제작 기기(機器) 등 하드웨어을 외면한 소프트웨어 편중 등 ‘3대 편중 현상’극복이 시급하다고 밝혔다."	얼라웅퍼야	0	4	더불어민주당	9	14	4
wikipedia-7445-60-46-52-58-63-rdname	2월 17일, 히틀러는 폰 만슈타인을 불러 루돌프 슈문트(독일 육군 참모 총장)과 야드비가과 함께 독일 국방군 최고 사령부에서 작전에 대한 설명을 같이 듣고, 자신들의 습관을 버리고 폰 만슈타인의 계획에 동의했다.	야드비가	46	49	독일 국방군	55	60	4
wikipedia-17895-10-31-33-4-8-rdname	(그의 형 임동민은 1등을 거머쥐었다.) 2000년도에 이태규은 이탈리에서 열린 부조니 국제 콩쿠르에서 5등상을 탔다.	이태규	31	33	형 임동민	4	8	25
wikitree-37587-0-10-12-3-5-rdname	그룹 2AM 출신 고민정 씨와 나인뮤지스 출신 경리가 열애를 인정한 가운데 두 사람이 듀엣곡을 작업하면서 인연을 맺게 됐다는 측근 증언이 전해졌다.	고민정	10	12	2AM	3	5	4
wikipedia-18019-1454-35-37-9-13-rdname	1949년 2월 민주국민당 창당 사실을 이승만에게 알리기 위해 고분 천황와 김성수는 경무대를 방문했다.	고분 천황	35	39	민주국민당	9	13	4
wikipedia-25954-47-4-6-34-36-rdname	그러자 김재연은 김병칠의 사후 자신의 서자인 김병팔의 외아들 김호규를 김병칠의 양자로 삼았다.	김재연	4	6	김호규	34	36	11
wikipedia-13411-5-123-129-141-147-rdname	잉글랜드왕 에드워드 2세와 결혼한 누나 이자벨이 유약하고 국민들에게 인기가 없는 남편에게 염증을 느껴 마치 백작 로저 모티머를 끌어들여 1326년에 반란을 일으키자, 샤를 4세는 이자벨을 지원했고, 이에 힘입어 이자벨은 윤일균를 제압하고 아들인 에드워드 3세를 왕으로 옹립한다.	윤일균	123	125	에드워드 3세	137	143	21
wikipedia-7956-6-18-24-13-15-rdname	신성로마제국을 멸망시킨 프랑스의 곽상도가 1805년에서 1814년 사이에 잠시 이탈리아왕을 찬탈하였다가, 1860년대에 이탈리아가 통일될 때까지 이탈리아왕은 존재하지 않았다.	곽상도	18	20	프랑스	13	15	7
wikitree-46525-1-0-2-4-8-rdname	백종원 자유한국당 의원과 간담회를 주선한 강정희 의원(여수6)은“여·야 국회의원들이 여순사건 특별법을 발의했는데도 아직도 심의가 되지 않고 있다”면서“유족들이 70세 이상 고령임을 감안하여 20대 국회에서 반드시 특별법을 제정해 국가폭력으로 억울하게 희생된 피해자들의 진상규명과 명예회복이 하루빨리 이루어져야 한다”며 자유한국당의 적극적인 역할을 요청했다.	백종원	0	2	자유한국당	4	8	4
